id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,last_updated,roi_times,roi_currency,roi_percentage,market_cap,circulating_supply,total_supply
arbitrum,ARB,Arbitrum,https://coin-images.coingecko.com/coins/images/16547/large/arb.jpg?1721358242,0.52,1826488595,50,5224316614,322412580,0.559598,0.507553,-0.037661977947321734,-6.73019,-131143757.28100419,-6.6991,3496129217.0,10000000000.0,10000000000.0,2.39,-78.10578,2024-01-12 12:29:59.231000+00:00,0.431578,21.2607,2024-08-05 11:35:54.024000+00:00,2024-08-28 19:49:01.775000+00:00,0.0,N/A,0.0,1826488595.0,3496129217.0,10000000000.0
cosmos,ATOM,Cosmos Hub,https://coin-images.coingecko.com/coins/images/1481/large/cosmos_hub.png?1696502525,4.59,1797221301,51,1798332995,217137207,4.85,4.47,-0.2568110823933525,-5.29594,-99105620.58876061,-5.22619,390688369.813272,390930035.085365,,44.45,-89.65855,2022-01-17 00:34:41.497000+00:00,1.16,296.23581,2020-03-13 02:27:44.591000+00:00,2024-08-28 19:48:54.743000+00:00,44.92392876515727,usd,4492.392876515727,1797221301.0,390688369.81,390930035.09
injective-protocol,INJ,Injective,https://coin-images.coingecko.com/coins/images/12882/large/Secondary_Symbol.png?1696512670,18.32,1796654023,52,1838437623,206735988,20.98,17.64,-2.6574960291882235,-12.66661,-256868735.66495037,-12.50869,97727222.33,100000000.0,,52.62,-65.0973,2024-03-14 15:06:22.124000+00:00,0.657401,2693.73422,2020-11-03 16:19:30.576000+00:00,2024-08-28 19:48:58.426000+00:00,0.0,N/A,0.0,1796654023.0,97727222.33,100000000.0
optimism,OP,Optimism,https://coin-images.coingecko.com/coins/images/25244/large/Optimism.png?1696524385,1.42,1683558185,53,6088623157,243260058,1.46,1.36,-0.04773862651559768,-3.26005,-56022426.14338446,-3.22046,1187596466.0,4294967296.0,4294967296.0,4.84,-70.64769,2024-03-06 08:35:50.817000+00:00,0.402159,253.57074,2022-06-18 20:54:52.178000+00:00,2024-08-28 19:49:00.513000+00:00,0.0,N/A,0.0,1683558185.0,1187596466.0,4294967296.0
maker,MKR,Maker,https://coin-images.coingecko.com/coins/images/1364/large/Mark_Maker.png?1696502423,1801.1,1677334304,54,1762233013,221501198,2111.81,1791.93,-310.71340438977086,-14.71312,-288442010.7600279,-14.67319,930531.923295245,977631.036950888,1005577.0,6292.31,-71.34419,2021-05-03 21:54:29.333000+00:00,168.36,971.00244,2020-03-16 20:52:36.527000+00:00,2024-08-28 19:48:55.782000+00:00,0.0,N/A,0.0,1677334304.0,930531.92,977631.04
dogwifcoin,WIF,Dogwifhat,https://coin-images.coingecko.com/coins/images/33566/large/dogwifhat.jpg?1702499428,1.58,1585509200,55,1585509200,814130490,1.7,1.49,-0.11579592562712704,-6.81114,-112761627.28091717,-6.63979,998926392.0,998926392.0,998926392.0,4.83,-67.06446,2024-03-31 09:34:58.366000+00:00,0.00155464,102128.96864,2023-12-13 07:13:50.873000+00:00,2024-08-28 19:49:03.021000+00:00,0.0,N/A,0.0,1585509200.0,998926392.0,998926392.0
whitebit,WBT,Whitebit Coin,https://coin-images.coingecko.com/coins/images/27045/large/wbt_token.png?1696526096,10.79,1555125352,56,3733664279,6408863,10.95,10.55,-0.12151608919548984,-1.11401,-16815606.134580612,-1.06974,144118517.10815412,346010795.0,400000000.0,14.64,-26.31394,2022-10-28 12:32:18.119000+00:00,3.06,252.45077,2023-02-13 19:01:21.899000+00:00,2024-08-28 19:48:58.113000+00:00,0.0,N/A,0.0,1555125352.0,144118517.11,346010795.0
arweave,AR,Arweave,https://coin-images.coingecko.com/coins/images/4343/large/oRt6SiEN_400x400.jpg?1696504946,23.4,1534344265,57,1534344265,62665412,24.74,22.66,-1.3416291163180176,-5.42259,-79531909.72189283,-4.92801,65454185.5381511,65454185.5381511,66000000.0,89.24,-73.76534,2021-11-05 04:14:42.689000+00:00,0.298788,7735.1711,2020-01-31 06:47:36.543000+00:00,2024-08-28 19:49:01.020000+00:00,30.62139962489919,usd,3062.139962489919,1534344265.0,65454185.54,65454185.54
floki,FLOKI,Floki,https://coin-images.coingecko.com/coins/images/16746/large/PNG_image.png?1696516318,0.0,1523482973,58,1572169548,964817904,0.00015946,0.00014133,-2.738597584978e-06,-1.7245,-15480577.796280146,-1.00591,9690322362896.0,10000000000000.0,10000000000000.0,0.00034495,-54.33455,2024-06-05 07:25:59.137000+00:00,8.428e-08,186804.44035,2021-07-06 01:11:20.438000+00:00,2024-08-28 19:48:54.155000+00:00,0.0,N/A,0.0,1523482973.0,9690322362896.0,10000000000000.0
binance-peg-weth,WETH,Binance-Peg Weth,https://coin-images.coingecko.com/coins/images/39580/large/weth.png?1723006716,2509.36,1520319893,59,1520319893,50179891,2586.84,2428.52,-77.4767746622083,-2.99504,-45548419.30762482,-2.90883,604999.999959841,604999.999959841,,2808.56,-10.63503,2024-08-24 16:52:46.091000+00:00,2322.58,8.06412,2024-08-08 00:37:09.529000+00:00,2024-08-28 19:49:01.859000+00:00,0.0,N/A,0.0,1520319893.0,605000.0,605000.0
the-graph,GRT,The Graph,https://coin-images.coingecko.com/coins/images/13397/large/Graph_Token.png?1696513159,0.15,1418408223,60,1602528517,59502152,0.160327,0.144029,-0.011895782607356357,-7.4197,-111674762.4402318,-7.29861,9548531509.16547,10788004319.0,10788004319.0,2.84,-94.76782,2021-02-12 07:28:45.775000+00:00,0.052051,185.62855,2022-11-22 10:05:03.503000+00:00,2024-08-28 19:48:57.058000+00:00,0.0,N/A,0.0,1418408223.0,9548531509.17,10788004319.0
rocket-pool-eth,RETH,Rocket Pool Eth,https://coin-images.coingecko.com/coins/images/20764/large/reth.png?1696520159,2806.64,1390129591,61,1390129591,7275935,2889.87,2703.73,-83.23040950711038,-2.88007,-41526389.915985584,-2.90058,495256.900518512,495256.900518512,,4814.31,-41.65182,2021-12-01 08:03:50.749000+00:00,887.26,216.59846,2022-06-18 20:55:45.957000+00:00,2024-08-28 19:48:56.331000+00:00,0.0,N/A,0.0,1390129591.0,495256.9,495256.9
thorchain,RUNE,Thorchain,https://coin-images.coingecko.com/coins/images/6595/large/Rune200x200.png?1696506946,4.07,1363775725,62,1683652035,401211201,4.2,3.86,-0.12965540683782173,-3.09053,-42197639.67852807,-3.00131,335160946.0,413773613.0,500000000.0,20.87,-80.51903,2021-05-19 00:30:09.436000+00:00,0.00851264,47654.93225,2019-09-28 00:00:00+00:00,2024-08-28 19:49:00.788000+00:00,105.98919210365935,usd,10598.919210365933,1363775725.0,335160946.0,413773613.0
bitget-token,BGB,Bitget Token,https://coin-images.coingecko.com/coins/images/11610/large/icon_colour.png?1696511504,0.95,1337154630,63,1910219535,29584985,0.996596,0.933698,-0.04159352122974602,-4.17752,-56931101.50740719,-4.08376,1400001000.0,2000000000.0,2000000000.0,1.48,-35.43849,2024-06-01 03:50:55.951000+00:00,0.0142795,6588.12706,2020-06-25 04:17:05.895000+00:00,2024-08-28 19:49:01.137000+00:00,0.0,N/A,0.0,1337154630.0,1400001000.0,2000000000.0
mantle-staked-ether,METH,Mantle Staked Ether,https://coin-images.coingecko.com/coins/images/33345/large/symbol_transparent_bg.png?1701697066,2620.26,1287902196,64,1287902498,22281744,2697.71,2498.75,-77.45046991261597,-2.87097,-36648751.106937885,-2.76688,491653.572445954,491653.687543844,,4729.53,-44.61382,2024-03-27 05:26:27.333000+00:00,2142.02,22.29154,2023-12-18 10:41:32.686000+00:00,2024-08-28 19:48:55.109000+00:00,0.0,N/A,0.0,1287902196.0,491653.57,491653.69
bonk,BONK,Bonk,https://coin-images.coingecko.com/coins/images/28600/large/bonk.jpg?1696527587,0.0,1272439156,65,1712951419,213633741,1.948e-05,1.763e-05,-1.251437577795e-06,-6.42405,-80218224.27814913,-5.93042,69474461693558.484,93526183276778.0,93526183276778.0,4.547e-05,-59.76046,2024-03-04 17:05:29.594000+00:00,8.6142e-08,21140.70695,2022-12-29 22:48:46.755000+00:00,2024-08-28 19:48:52.605000+00:00,0.0,N/A,0.0,1272439156.0,69474461693558.48,93526183276778.0
theta-token,THETA,Theta Network,https://coin-images.coingecko.com/coins/images/2538/large/theta-token-logo.png?1696503349,1.25,1251178517,66,1251178517,28677337,1.33,1.21,-0.08142034819320565,-6.12327,-79836800.91038299,-5.99819,1000000000.0,1000000000.0,1000000000.0,15.72,-92.04175,2021-04-16 13:15:11.190000+00:00,0.04039979,2996.58458,2020-03-13 02:24:16.483000+00:00,2024-08-28 19:48:57.290000+00:00,7.321774560258674,usd,732.1774560258673,1251178517.0,1000000000.0,1000000000.0
fantom,FTM,Fantom,https://coin-images.coingecko.com/coins/images/4001/large/Fantom_round.png?1696504642,0.43,1214653842,67,1375545024,320082695,0.466186,0.406426,-0.03528380979408896,-7.56862,-93174044.002033,-7.12434,2803634835.52659,3175000000.0,3175000000.0,3.46,-87.45869,2021-10-28 05:19:39.845000+00:00,0.00190227,22701.73986,2020-03-13 02:25:38.280000+00:00,2024-08-28 19:48:53.924000+00:00,13.36339834464763,usd,1336.339834464763,1214653842.0,2803634835.53,3175000000.0
helium,HNT,Helium,https://coin-images.coingecko.com/coins/images/4284/large/Helium_HNT.png?1696504894,7.09,1198714616,68,1580393168,27856901,7.2,6.58,-0.014563476885911976,-0.20489,-4019422.1109831333,-0.33419,169143580.693436,223000000.0,223000000.0,54.88,-87.11341,2021-11-12 23:08:25.301000+00:00,0.113248,6144.52397,2020-04-18 00:19:10.902000+00:00,2024-08-28 19:48:54.327000+00:00,0.0,N/A,0.0,1198714616.0,169143580.69,223000000.0
solv-btc,SOLVBTC,Solv Protocol Solvbtc,https://coin-images.coingecko.com/coins/images/36800/large/solvBTC.png?1719810684,59233.0,1082758632,69,1082758632,165079,61940.0,57952.0,-2706.4527312906503,-4.36949,1082758632.0,0.0,18262.1154408767,18262.1154408767,21000000.0,70898.0,-16.43459,2024-06-05 16:15:24.629000+00:00,49058.0,20.76772,2024-08-05 06:28:45.311000+00:00,2024-08-28 19:48:26.433000+00:00,0.0,N/A,0.0,1082758632.0,18262.12,18262.12
jupiter-exchange-solana,JUP,Jupiter,https://coin-images.coingecko.com/coins/images/34188/large/jup.png?1704266489,0.8,1077869477,70,7984218351,158967723,0.851036,0.772298,-0.05532332559827624,-6.5007,-71031597.59152222,-6.18257,1350000000.0,10000000000.0,10000000000.0,2.0,-60.15539,2024-01-31 15:02:47.304000+00:00,0.457464,74.19893,2024-02-21 18:31:05.083000+00:00,2024-08-28 19:48:55.056000+00:00,0.0,N/A,0.0,1077869477.0,1350000000.0,10000000000.0
algorand,ALGO,Algorand,https://coin-images.coingecko.com/coins/images/4380/large/download.png?1696504978,0.13,1057138790,71,1057138787,55158686,0.134009,0.125097,-0.005587336236376417,-4.16936,-45127780.435884595,-4.09409,8227610767.05845,8227610739.91107,10000000000.0,3.56,-96.38077,2019-06-20 14:51:19.480000+00:00,0.087513,47.27615,2023-09-11 19:42:08.247000+00:00,2024-08-28 19:49:02.904000+00:00,-0.9464908482323439,usd,-94.64908482323439,1057138790.0,8227610767.06,8227610739.91
paypal-usd,PYUSD,Paypal Usd,https://coin-images.coingecko.com/coins/images/31212/large/PYUSD_Logo_%282%29.png?1696530039,1.0,1038235692,72,1038235692,16091769,1.005,0.992167,-0.00032788371003234,-0.0328,9952176.0,0.96784,1039080345.18933,1039080345.18933,,1.021,-2.06289,2023-10-23 22:44:57.056000+00:00,0.972731,2.77047,2024-01-03 12:05:24.231000+00:00,2024-08-28 19:48:55.865000+00:00,0.0,N/A,0.0,1038235692.0,1039080345.19,1039080345.19
sei-network,SEI,Sei,https://coin-images.coingecko.com/coins/images/28205/large/Sei_Logo_-_Transparent.png?1696527207,0.31,1013330111,73,3070697307,162582694,0.326489,0.294697,-0.019419144658100573,-5.94787,-66615314.850786805,-6.1684,3300000000.0,10000000000.0,,1.14,-72.96716,2024-03-16 02:30:23.904000+00:00,0.095364,223.07675,2023-10-19 08:05:30.655000+00:00,2024-08-28 19:48:57.190000+00:00,0.0,N/A,0.0,1013330111.0,3300000000.0,10000000000.0
pyth-network,PYTH,Pyth Network,https://coin-images.coingecko.com/coins/images/31924/large/pyth.png?1701245725,0.28,1013161111,74,2794935827,49724468,0.296553,0.267341,-0.017180554721439093,-5.79342,-63063600.32920003,-5.85971,3624988814.15486,10000000000.0,10000000000.0,1.2,-76.63823,2024-03-16 07:01:15.357000+00:00,0.22352,25.04144,2024-08-05 11:30:50.894000+00:00,2024-08-28 19:48:59.054000+00:00,0.0,N/A,0.0,1013161111.0,3624988814.15,10000000000.0
celestia,TIA,Celestia,https://coin-images.coingecko.com/coins/images/31967/large/tia.jpg?1696530772,4.85,1006772191,75,5179678321,117019890,5.3,4.64,-0.4487310334612058,-8.46767,-91469204.79678583,-8.3287,207235308.571682,1066191780.82168,,20.85,-76.68908,2024-02-10 14:30:02.495000+00:00,2.08,133.28677,2023-10-31 15:14:31.951000+00:00,2024-08-28 19:49:01.919000+00:00,0.0,N/A,0.0,1006772191.0,207235308.57,1066191780.82
renzo-restaked-eth,EZETH,Renzo Restaked Eth,https://coin-images.coingecko.com/coins/images/34753/large/Ezeth_logo_circle.png?1713496404,2557.14,1000123907,76,1000123907,43235366,2630.43,2468.13,-71.09229219491317,-2.70495,-22594311.81559813,-2.20924,391185.806801623,391185.806801623,,4106.74,-37.81084,2024-03-12 00:44:29.429000+00:00,2198.04,16.19209,2024-01-26 08:09:59.848000+00:00,2024-08-28 19:48:56.625000+00:00,0.0,N/A,0.0,1000123907.0,391185.81,391185.81
kucoin-shares,KCS,Kucoin,https://coin-images.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,8.22,970803073,77,1176531021,162232,8.4,8.08,-0.18033871534156276,-2.14653,-20312820.821994305,-2.04949,117971705.288477,142971705.288477,,28.83,-71.54748,2021-12-01 15:09:35.541000+00:00,0.342863,2292.45034,2019-02-07 00:00:00+00:00,2024-08-28 19:48:55.441000+00:00,0.0,N/A,0.0,970803073.0,117971705.29,142971705.29
gatechain-token,GT,Gate,https://coin-images.coingecko.com/coins/images/8183/large/gate.png?1696508395,7.31,953246859,79,2193737670,1808943,7.37,7.09,-0.045484567580674984,-0.6182,-6654066.236150503,-0.6932,130359277.55886991,300000000.0,,12.94,-43.53739,2021-05-12 11:39:16.531000+00:00,0.25754,2737.3477,2020-03-13 02:18:02.481000+00:00,2024-08-28 19:48:54.414000+00:00,0.0,N/A,0.0,953246859.0,130359277.56,300000000.0
ondo-finance,ONDO,Ondo,https://coin-images.coingecko.com/coins/images/26580/large/ONDO.png?1696525656,0.66,952049809,78,6594217127,91000168,0.693688,0.643018,-0.03394240105156521,-4.89651,-49408637.95203245,-4.93367,1443764727.588207,10000000000.0,10000000000.0,1.48,-55.35918,2024-06-03 08:29:55.744000+00:00,0.082171,703.35902,2024-01-18 12:14:30.524000+00:00,2024-08-28 19:48:56.668000+00:00,0.0,N/A,0.0,952049809.0,1443764727.59,10000000000.0
jasmycoin,JASMY,Jasmycoin,https://coin-images.coingecko.com/coins/images/13876/large/JASMY200x200.jpg?1696513620,0.02,946794235,80,977689214,116498292,0.02080822,0.01901404,-0.001344632954476288,-6.46203,-61404505.87646842,-6.09052,48419999999.3058,50000000000.0,50000000000.0,4.79,-99.59189,2021-02-16 03:53:32.207000+00:00,0.00275026,610.79245,2022-12-29 20:41:09.113000+00:00,2024-08-28 19:48:54.718000+00:00,0.0,N/A,0.0,946794235.0,48419999999.31,50000000000.0
lido-dao,LDO,Lido Dao,https://coin-images.coingecko.com/coins/images/13573/large/Lido_DAO.png?1696513326,1.04,935730927,81,1046196448,117385546,1.16,1.018,-0.11878637335976827,-10.20976,-104875167.1022991,-10.07828,894412257.455724,1000000000.0,1000000000.0,7.3,-85.64927,2021-08-20 08:35:20.158000+00:00,0.40615,158.03664,2022-06-18 20:55:12.035000+00:00,2024-08-28 19:48:55.553000+00:00,0.0,N/A,0.0,935730927.0,894412257.46,1000000000.0
quant-network,QNT,Quant,https://coin-images.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1696504070,63.48,923438835,82,927776408,20268210,65.92,62.29,-2.24230200486609,-3.41168,-32465354.661711454,-3.3963,14544176.164091088,14612493.0,14612493.0,427.42,-85.10693,2021-09-11 09:15:00.668000+00:00,0.215773,29401.47859,2018-08-23 00:00:00+00:00,2024-08-28 19:48:56.441000+00:00,9.863965667377162,eth,986.3965667377162,923438835.0,14544176.16,14612493.0
notcoin,NOT,Notcoin,https://coin-images.coingecko.com/coins/images/33453/large/rFmThDiD_400x400.jpg?1701876350,0.01,915612100,83,915612100,504687578,0.00947652,0.00837478,-0.000124569317346541,-1.38331,-7591574.198268294,-0.82231,102474439122.208,102474439122.208,102719221714.0,0.02836145,-68.44147,2024-06-02 18:00:38.587000+00:00,0.00461057,94.12926,2024-05-24 07:12:14.147000+00:00,2024-08-28 19:48:56.278000+00:00,0.0,N/A,0.0,915612100.0,102474439122.21,102474439122.21
ronin-bridged-weth-ronin,WETH,Ronin Bridged Weth (Ronin),https://coin-images.coingecko.com/coins/images/39716/large/WETH.PNG?1723731945,2502.08,903399590,84,903399590,1174172,2582.89,2425.31,-75.32360550531985,-2.92246,-26268446.503571272,-2.82557,360699.586558314,360699.586558314,,2807.8,-10.88836,2024-08-24 17:07:47.789000+00:00,2425.31,3.16542,2024-08-28 01:46:06.015000+00:00,2024-08-28 19:48:56.663000+00:00,0.0,N/A,0.0,903399590.0,360699.59,360699.59
ether-fi-staked-eth,EETH,Ether.Fi Staked Eth,https://coin-images.coingecko.com/coins/images/33049/large/ether.fi_eETH.png?1700473063,2515.3,898588497,85,5001898414,140404,2584.48,2424.99,-68.85989767739511,-2.66469,-11074857.506462455,-1.21747,357040.3358551452,1987427.4989978,,5307.23,-52.59797,2024-08-06 16:16:30.007000+00:00,2155.76,16.69844,2024-02-08 11:26:30.368000+00:00,2024-08-28 19:48:53.871000+00:00,0.0,N/A,0.0,898588497.0,357040.34,1987427.5
coredaoorg,CORE,Core,https://coin-images.coingecko.com/coins/images/28938/large/file_589.jpg?1701868471,0.98,887624077,86,2058530228,49474186,1.093,0.935991,-0.11226585995445769,-10.27484,-102438561.47393548,-10.34667,905505557.391581,2100000000.0,2100000000.0,6.14,-84.02752,2023-02-08 12:55:39.828000+00:00,0.334237,193.59106,2023-11-03 01:20:55.441000+00:00,2024-08-28 19:49:01.788000+00:00,0.0,N/A,0.0,887624077.0,905505557.39,2100000000.0
bitcoin-cash-sv,BSV,Bitcoin Sv,https://coin-images.coingecko.com/coins/images/6799/large/BSV.png?1696507128,42.72,845219094,87,898761329,19103156,43.78,40.69,-1.0466932733538457,-2.39139,-19681694.825578213,-2.2756,19748959.375,21000000.0,21000000.0,489.75,-91.26923,2021-04-16 17:09:04.630000+00:00,21.43,99.48371,2023-06-10 04:32:12.266000+00:00,2024-08-28 19:49:01.625000+00:00,0.0,N/A,0.0,845219094.0,19748959.38,21000000.0
flow,FLOW,Flow,https://coin-images.coingecko.com/coins/images/13446/large/5f6294c0c7a8cda55cb1c936_Flow_Wordmark.png?1696513210,0.54,829144710,88,829923024,34774529,0.573545,0.524783,-0.0325019888210083,-5.66686,-47942914.23228979,-5.46615,1527463583.17136,1528897406.12668,,42.4,-98.71934,2021-04-05 13:49:10.098000+00:00,0.391969,38.52243,2023-09-11 19:41:06.528000+00:00,2024-08-28 19:48:59.443000+00:00,0.0,N/A,0.0,829144710.0,1527463583.17,1528897406.13
bittorrent,BTT,Bittorrent,https://coin-images.coingecko.com/coins/images/22457/large/btt_logo.png?1696521780,0.0,828333297,89,846943444,32458781,8.83803e-07,8.35547e-07,-2.0118539976e-08,-2.30153,-17944834.20050454,-2.12044,968246428571000.0,990000000000000.0,990000000000000.0,3.43e-06,-75.07122,2022-01-21 04:00:31.909000+00:00,3.65368e-07,134.11786,2023-10-13 05:10:41.241000+00:00,2024-08-28 19:49:02.150000+00:00,0.0,N/A,0.0,828333297.0,968246428571000.0,990000000000000.0
fasttoken,FTN,Fasttoken,https://coin-images.coingecko.com/coins/images/28478/large/lightenicon_200x200.png?1696527472,2.52,817144242,90,2217685610,178259348,2.59,2.45,-0.05658197263687503,-2.19819,-17200851.05778551,-2.0616,324251070.37373453,880000000.0,1000000000.0,2.6,-2.88674,2024-08-27 18:23:15.020000+00:00,0.398142,532.96455,2023-01-21 10:15:39.503000+00:00,2024-08-28 19:48:53.865000+00:00,0.0,N/A,0.0,817144242.0,324251070.37,880000000.0
based-brett,BRETT,Brett,https://coin-images.coingecko.com/coins/images/35529/large/1000050750.png?1709031995,0.08,803462075,91,803462074,40478290,0.085868,0.078893,-0.004761954045305717,-5.55616,-45256666.71262765,-5.33235,9910172938.77652,9910172938.30351,9999998988.0,0.193328,-58.07853,2024-06-09 12:55:51.835000+00:00,0.00084753,9462.62691,2024-02-29 08:40:24.951000+00:00,2024-08-28 19:49:01.318000+00:00,0.0,N/A,0.0,803462075.0,9910172938.78,9910172938.3
elrond-erd-2,EGLD,Multiversx,https://coin-images.coingecko.com/coins/images/12335/large/egld-token-logo.png?1696512162,27.98,767671877,92,767816503,28851215,30.14,27.14,-2.1538862703638735,-7.14732,-55859511.360107064,-6.78292,27346573.0,27351725.0,31415926.0,545.64,-94.85587,2021-11-23 10:33:26.737000+00:00,6.51,331.3793,2020-10-07 01:44:53.554000+00:00,2024-08-28 19:49:02.792000+00:00,0.0,N/A,0.0,767671877.0,27346573.0,27351725.0
usdd,USDD,Usdd,https://coin-images.coingecko.com/coins/images/25380/large/UUSD.jpg?1696524513,1.0,751742096,93,751742096,2821249,1.004,0.979378,0.0003715,0.03713,413060.0,0.05498,750991518.717617,750991518.717617,,1.052,-4.81304,2023-10-23 22:45:25.398000+00:00,0.928067,7.87957,2022-06-19 16:15:11.558000+00:00,2024-08-28 19:48:57.129000+00:00,0.0,N/A,0.0,751742096.0,750991518.72,750991518.72
mantra-dao,OM,Mantra,https://coin-images.coingecko.com/coins/images/12151/large/OM_Token.png?1696511991,0.89,750763645,94,791479182,24099402,0.929757,0.869392,-0.043207747734060886,-4.64721,-32477252.349345088,-4.14652,843162368.65,888888888.0,888888888.0,1.41,-36.96131,2024-07-21 23:11:14.036000+00:00,0.01726188,5063.38693,2023-10-12 17:25:09.068000+00:00,2024-08-28 19:48:55.694000+00:00,0.0,N/A,0.0,750763645.0,843162368.65,888888888.0
eos,EOS,Eos,https://coin-images.coingecko.com/coins/images/738/large/eos-eos-logo.png?1696501893,0.49,738567215,96,1026401608,123605038,0.515702,0.474887,-0.027763560549399935,-5.38365,-40832038.104922295,-5.23891,1511095793.8158,2100000000.0,2100000000.0,22.71,-97.84779,2018-04-29 07:50:33.540000+00:00,0.408029,19.79376,2024-08-05 06:45:13.453000+00:00,2024-08-28 19:48:54.838000+00:00,-0.507133247846117,usd,-50.7133247846117,738567215.0,1511095793.82,2100000000.0
dogs-2,DOGS,Dogs,https://coin-images.coingecko.com/coins/images/39699/large/dogs_logo_200x200.png?1723687163,0.0,734310049,95,781558833,1870752466,0.00163299,0.00115585,0.00020669,17.02115,107287438.0,17.11062,516750000000.0,550000000000.0,550000000000.0,0.00163299,-12.98091,2024-08-28 10:10:46.492000+00:00,0.00115585,22.94074,2024-08-27 22:15:41.056000+00:00,2024-08-28 19:48:04.924000+00:00,0.0,N/A,0.0,734310049.0,516750000000.0,550000000000.0
msol,MSOL,Marinade Staked Sol,https://coin-images.coingecko.com/coins/images/17752/large/mSOL.png?1696517278,175.95,731635069,97,731648627,21295977,187.86,170.85,-11.822827177184536,-6.29648,-48476625.28134942,-6.21406,4155319.0,4155396.0,4155396.0,261.93,-32.73962,2021-11-07 00:00:00+00:00,8.93,1872.82566,2022-12-29 20:45:33.039000+00:00,2024-08-28 19:48:56.267000+00:00,0.0,N/A,0.0,731635069.0,4155319.0,4155396.0
beam-2,BEAM,Beam,https://coin-images.coingecko.com/coins/images/32417/large/chain-logo.png?1698114384,0.01,727611108,98,887094604,27620179,0.01555818,0.01372087,-0.001380171270171649,-8.87103,-69511057.72480452,-8.72025,51209507703.0,62434008330.0,62434008330.0,0.04416304,-67.81267,2024-03-10 10:40:22.381000+00:00,0.0043383,227.66054,2023-10-29 08:20:14.064000+00:00,2024-08-28 19:48:51.671000+00:00,0.0,N/A,0.0,727611108.0,51209507703.0,62434008330.0
gala,GALA,Gala,https://coin-images.coingecko.com/coins/images/12493/large/GALA_token_image_-_200PNG.png?1709725869,0.02,709971823,99,334191237809365,120097811,0.02014297,0.01818177,-0.001127246330436413,-5.59623,-52901094.03741348,-6.93446,38270729679.6173,1.80144367802097e+16,50000000000.0,0.824837,-97.68297,2021-11-26 01:03:48.731000+00:00,0.00013475,14083.16627,2020-12-28 08:46:48.367000+00:00,2024-08-28 19:48:54.240000+00:00,0.0,N/A,0.0,709971823.0,38270729679.62,1.80144367802097e+16
flare-networks,FLR,Flare,https://coin-images.coingecko.com/coins/images/28624/large/FLR-icon200x200.png?1696527609,0.02,709040472,100,1565215237,6286099,0.01544518,0.01469791,-0.000160707729269717,-1.04108,-7080450.445372701,-0.98872,46414488537.1596,102460533059.523,,0.150073,-89.82077,2023-01-10 03:14:05.921000+00:00,0.00827405,84.62873,2023-10-19 03:35:41.663000+00:00,2024-08-28 19:48:55.153000+00:00,0.0,N/A,0.0,709040472.0,46414488537.16,102460533059.52
